Elev,  Lat,  Long, Mdl,  Tmp,  RH , Wind,   PPT ,  ERC,   BI,   SC, KBDI,   HUN,  THOU,   TEN,  STL, ADJ,  I   
8289, 35.1, 108.1, 7G ,   87,   16,    3,    .04,   69,   50,    6,  224,     7,    10,     4,   3 ,  M , 36   
5805, 35.0, 107.4, 7G ,   95,   15,    7,    .00,   80,   66,   10,  577,     6,     8,     4,     ,    , 49   
7604, 34.8, 108.2, 7G ,   89,   15,    8,    .02,   69,   63,   11,  302,     8,    10,     4,     ,    , 48   
 345, 42.7,  73.9, 7E ,   74,   55,    5,    .00,   14,   18,    4,  580,    16,    16,    11,   3-,  M ,  8   
1100, 42.7,  75.5, 7E ,   74,   51,    4,    .00,   14,   16,    3,  628,    16,    16,    10,   3-,  M , 10   
 650, 44.6,  73.6, 7E ,   73,   44,    3,    .03,   15,   15,    2,  134,    16,    19,     9,   3-,  M , 10   
 820, 43.8,  73.7, 7E ,   76,   37,    5,    .07,   16,   18,    3,  253,    18,    18,     9,   3-,  M , 15   
2000, 44.2,  73.9, 7E ,   65,   55,    6,    .08,   11,   14,    3,   84,    18,    21,    12,   2+,  L ,  7   
1800, 43.4,  74.4, 7E ,   70,   45,    5,    .09,   14,   16,    3,  398,    17,    19,    10,   3-,  M , 11   
 740, 43.8,  75.4, 7L ,   71,   50,    4,    .32,    0,    2,    2,   97,    18,    20,    11,   1-,  L ,  3   
 922, 41.3,  74.0, 7R ,   74,   57,    3,    .00,    5,    3,    0,  362,    18,    19,    11,   2-,  L ,  4   
1500, 44.1,  74.9, 7E ,   69,   53,    3,    .01,   12,   11,    1,  270,    17,    26,    11,   2+,  L ,  6   
 179, 44.8,  74.7, 7E ,   75,   53,    1,    .16,   12,    9,    1,  283,    17,    20,    11,   2+,  L ,  5   
1608, 42.5,  76.7, 7F ,   70,   47,    7,    .00,    9,   21,    8,  190,    16,    18,    10,     ,    , 18   
1100, 42.1,  77.1, 7E ,   78,   33,    2,    .00,   16,   13,    2,  377,    16,    18,     8,   3-,  M , 12   
 628, 43.1,  78.4, 7G ,   70,   46,    6,    .00,   27,   25,    4,  148,    17,    19,    10,   4 ,  M , 12   
 670, 42.0,  74.2, 7E ,   75,   63,    1,    .00,   11,    9,    1,  329,    16,    19,    11,   2+,  L ,  4   
 375, 43.0,  73.6, 7L ,   81,   43,    2,    .00,    0,    3,    2,  376,    15,    18,    10,   1 ,  L ,  3   
 200, 41.5,  73.9, 7E ,   80,   46,    2,    .00,   15,   13,    2,  409,    16,    18,    10,   3-,  M ,  9   
 100, 40.8,  72.7, 7B ,   66,   96,    0,    .20,    0,    0,    0,  406,    21,    22,    24,   1-,  L ,  0   
 278, 41.2,  74.5, 8R ,   79,   51,    5,    .00,    8,    5,    0,  244,    18,    20,    11,   1 ,  L ,  5   
3180, 36.4,  81.4, 7G ,   73,   64,    5,    .31,   14,   21,    5,   28,    19,    24,    12,     ,    ,  9   
3009, 36.4,  81.2, 7G ,   71,   69,    2,    .34,   12,   15,    3,   33,    19,    25,    13,   2 ,  L ,  5   
4608, 36.4,  81.4, 7G ,   67,   67,    3,    .39,   13,   17,    3,    9,    19,    25,    12,     ,    ,  8   
1300, 36.4,  80.8, 7G ,   85,   55,    2,    .12,    7,    9,    2,   66,    21,    28,    12,   2 ,  L ,  7   
1076, 36.3,  80.4, 7G ,   88,   53,    1,    .00,   14,   11,    1,   55,    19,    24,    10,   3 ,  M ,  7   
1247, 36.4,  80.5, 7G ,   82,   67,    3,    .07,   21,   21,    3,   50,    18,    21,    11,     ,    ,  9   
 858, 36.3,  79.7, 7G ,   81,   62,    3,    .00,   13,   13,    2,   63,    19,    25,    11,   2 ,  L ,  7   
 693, 36.4,  79.8, 7G ,   80,   62,    3,    .00,   17,   20,    3,  330,    19,    23,    11,     ,    , 10   
 610, 36.2,  78.9, 7G ,   81,   58,    0,    .00,   20,   17,    2,  470,    19,    21,    11,     ,    ,  9   
 580, 36.3,  79.2, 7G ,   85,   61,    2,    .00,   10,   10,    1,  347,    21,    25,    12,   2 ,  L ,  5   
 527, 36.3,  78.5, 7G ,   81,   55,    0,    .00,   17,   16,    2,  134,    20,    23,    11,     ,    ,  9   
 500, 36.3,  78.6, 7G ,   83,   53,    2,    .00,   18,   14,    2,   58,    19,    22,    10,   3 ,  M ,  8   
 435, 36.3,  78.0, 7G ,   88,   51,    4,    .00,   24,   19,    2,  279,    17,    20,    10,   4 ,  M , 11   
 145, 36.3,  77.6, 7G ,   82,   70,    5,    .00,   18,   24,    5,  171,    19,    22,    12,   2 ,  L , 10   
  68, 36.2,  77.1, 7G ,   82,   58,    3,    .00,    6,   12,    4,  554,    22,    29,    11,     ,    , 11   
  25, 36.4,  76.7, 7G ,   85,   53,    1,    .00,   24,   18,    2,  258,    18,    20,    10,   4 ,  M , 10   
  15, 36.3,  76.2, 7G ,   84,   66,    2,    .00,   13,   10,    1,   69,    20,    24,    13,   3 ,  M ,  3   
  12, 36.2,  76.1, 7G ,   87,   59,    5,    .00,   21,   26,    5,  114,    19,    21,    11,   3 ,  M , 14   
  16, 36.3,  76.0, 7G ,   83,   72,    3,    .88,   10,   14,    3,   16,    22,    24,    15,     ,    ,  4   
2746, 35.9,  82.0, 7G ,   77,   55,    4,    .00,   23,   28,    5,  110,    17,    21,    10,     ,    , 14   
2987, 36.2,  81.6, 7G ,   75,   52,    0,    .00,   18,   16,    2,   47,    18,    23,    10,     ,    , 10   
2384, 36.2,  81.2, 7G ,   82,   59,    3,    .00,   15,   17,    3,   54,    20,    24,    11,   2 ,  L , 10   
1301, 36.2,  81.0, 7G ,   79,   61,    0,    .00,   27,   19,    2,   32,    17,    19,    11,     ,    ,  6   
 969, 36.1,  80.2, 7G ,   81,   67,    5,    .00,   15,   22,    5,   54,    20,    24,    12,   2 ,  L , 11   
 926, 36.0,  79.9, 7G ,   83,   63,    5,    .00,   17,   23,    5,   55,    19,    23,    11,   3 ,  M , 12   
 792, 36.0,  79.7, 7G ,   81,   60,    3,    .00,   21,   19,    3,  103,    17,    22,    11,   3 ,  M ,  9   
 617, 36.0,  79.4, 7G ,   84,   57,    0,    .00,   26,   19,    2,  150,    16,    20,    11,   3 ,  M ,  7   
 565, 35.9,  79.0, 7G ,   85,   59,    0,    .00,   19,   12,    1,  267,    18,    21,    11,   3 ,  M ,  5   
 332, 36.0,  78.8, 7G ,   87,   54,    1,    .00,   22,   17,    2,   60,    18,    21,    10,   3 ,  M ,  9   
 369, 36.0,  78.3, 7G ,   82,   66,    3,    .00,   13,   17,    3,  100,    19,    25,    12,     ,    ,  9   
 159, 35.8,  77.8, 7G ,   80,   76,    0,    .00,   17,   15,    2,  127,    19,    22,    14,   2 ,  L ,  4   
  88, 35.8,  77.6, 7G ,   82,   61,    2,    .01,   17,   13,    2,   66,    18,    22,    12,   3 ,  M ,  6   
  53, 35.9,  77.5, 7G ,   80,   71,    3,    .00,   19,   20,    3,  385,    18,    22,    13,     ,    ,  6   
  42, 36.0,  76.8, 7G ,   79,   91,    1,    .00,   11,    6,    0,  258,    18,    22,    21,   3 ,  M ,  0   
  61, 36.1,  77.1, 7G ,   84,   58,    3,    .00,   19,   21,    4,  171,    17,    21,    12,   3 ,  M ,  8   
  20, 36.0,  76.5, 7G ,   84,   73,    3,    .00,   18,   20,    3,   94,    19,    22,    12,     ,    ,  8   
2061, 35.8,  82.6, 7G ,   79,   61,    7,    .00,   20,   23,    4,  240,    17,    21,    11,   3 ,  M ,  9   
2892, 35.7,  82.1, 7G ,   80,   69,    2,    .32,    0,    0,    0,  258,    20,    23,    35,   1 ,  L ,  0   
3634, 36.0,  82.3, 7G ,   75,   64,    3,    .00,   15,   14,    2,   51,    19,    24,    11,   3 ,  M ,  8   
6200, 35.7,  82.2, 7G ,   63,   74,    6,    .18,   11,   20,    6,   29,    19,    26,    13,   3 ,  M ,  8   
1190, 35.9,  81.1, 7G ,   83,   60,    2,    .00,   14,   13,    2,   39,    19,    23,    12,   2 ,  L ,  5   
1167, 35.9,  81.1, 7G ,   83,   60,    2,    .00,   17,   14,    2,   49,    18,    23,    11,   2 ,  L ,  6   
 965, 35.7,  80.9, 7G ,   82,   66,    0,    .00,   21,   17,    2,  147,    18,    21,    12,     ,    ,  6   
3400, 35.6,  83.2, 8G ,   79,   57,    2,    .00,   17,   13,    2,  159,    18,    23,    11,   2 ,  L ,  4   
2390, 35.4,  83.3, 8G ,   77,   63,    3,    .00,   14,   25,    7,  445,    18,    23,    12,   2 ,  L ,  7   
2994, 35.5,  83.2, 8G ,   71,   84,    0,    .06,    9,   16,    4,  187,    18,    23,    18,   1 ,  L ,  1   
5320, 35.3,  82.7, 7G ,   66,   73,    3,    .12,   13,   16,    3,   99,    19,    25,    12,   2 ,  L ,  6   
2755, 35.4,  82.9, 7G ,   73,   61,    9,    .06,   22,   35,    9,  130,    17,    21,    10,   3 ,  M , 19   
1600, 35.7,  82.0, 7G ,   84,   62,    2,    .00,   13,   15,    3,   78,    19,    25,    12,   3-,  M ,  7   
2560, 35.8,  81.9, 7G ,   79,   61,    1,    .00,   17,   14,    2,   63,    17,    23,    12,   3 ,  M ,  5   
1189, 35.7,  81.3, 7G ,   80,   64,    0,    .00,   19,   16,    2,   33,    18,    22,    12,   2 ,  L ,  6   
1270, 35.8,  81.6, 7G ,   81,   46,    0,    .00,   20,   17,    2,   60,    17,    23,    10,     ,    , 10   
 773, 35.6,  80.5, 7G ,   80,   69,    0,    .00,   18,   15,    2,  355,    19,    22,    13,     ,    ,  5   
 703, 35.6,  80.6, 7G ,   82,   64,    4,    .00,   32,   25,    3,  541,    15,    16,    11,   4 ,  M ,  9   
 750, 35.7,  80.3, 7G ,   87,   54,    3,    .00,   16,   13,    2,   65,    19,    23,    11,   3 ,  M ,  7   
 733, 35.7,  80.3, 7G ,   82,   65,    4,    .00,    3,   10,    4,   52,    20,    31,    12,     ,    , 10   
 673, 35.6,  79.8, 7G ,   83,   52,    0,    .00,   21,   18,    2,  281,    19,    21,    10,     ,    , 10   
 614, 35.7,  79.5, 7G ,   83,   61,    1,    .00,   19,   15,    2,  180,    18,    22,    11,   4 ,  M ,  6   
 435, 35.8,  78.7, 7G ,   84,   57,    0,    .00,   20,   17,    2,  205,    19,    21,    11,   3 ,  M ,  9   
 382, 35.7,  78.6, 7G ,   77,   80,    6,    .06,    5,    0,    0,   29,    18,    21,    35,   1 ,  L ,  0   
 420, 35.8,  78.7, 7G ,   82,   65,    2,    .00,   22,   18,    2,  129,    17,    21,    11,   3 ,  M ,  8   
  72, 35.8,  77.0, 7G ,   73,   88,    4,    .08,   11,   11,    1,   98,    19,    22,    20,   2 ,  L ,  0   
   6, 35.7,  76.5, 7G ,   69,   94,    1,   1.03,    4,    0,    0,  225,    18,    21,    35,   1 ,  L ,  0   
  20, 35.8,  76.6, 7G ,   82,   72,    5,    .00,   17,   16,    2,   73,    17,    22,    14,   3 ,  M ,  3   
   3, 35.7,  75.8, 7G ,   81,   78,    7,    .00,   15,   16,    3,  220,    18,    22,    16,   3 ,  M ,  2   
  17, 35.2,  75.6, 7G ,   75,   82,   14,    .00,    1,    0,    0,  234,    20,    22,    35,   1 ,  L ,  0   
  14, 35.9,  75.6, 7G ,   80,   79,    3,    .00,   22,   21,    3,  307,    18,    20,    13,     ,    ,  7   
  13, 36.0,  75.6, 7G ,   81,   75,    0,    .00,   20,   16,    2,  185,    19,    21,    12,     ,    ,  6   
2000, 35.3,  83.8, 7G ,   75,   78,    1,    .00,   15,   15,    2,  291,    18,    22,    16,   3+,  M ,  2   
1000, 35.0,  84.1, 7G ,   83,   54,    6,    .00,   17,   22,    4,  348,    18,    23,    11,   4 ,  M , 11   
1697, 35.1,  83.8, 7G ,   84,   53,    0,    .00,   21,   18,    2,  447,    18,    22,     9,     ,    , 12   
3920, 35.1,  83.5, 7G ,   61,   85,    5,    .21,    0,    0,    0,  108,    18,    25,    35,   1 ,  L ,  0   
3915, 35.0,  83.2, 7G ,   73,   70,    3,    .00,   17,   15,    2,  115,    19,    22,    13,   3+,  M ,  5   
5469, 35.1,  83.5, 7G ,   65,   80,    0,    .00,   21,   22,    4,  408,    17,    21,    13,   3 ,  M ,  6   
2020, 35.2,  83.4, 7G ,   80,   62,    3,    .00,   29,   25,    4,  659,    16,    19,    10,     ,    , 12   
2800, 35.3,  83.2, 7G ,   78,   64,    0,    .08,    1,    0,    0,  290,    19,    23,    35,   1 ,  L ,  0   
3200, 35.3,  82.7, 7G ,   72,   82,    3,    .19,    7,   10,    2,   90,    20,    26,    18,   3-,  M ,  1   
2701, 35.2,  82.5, 7G ,   74,   74,    3,    .04,   13,   13,    2,   97,    18,    23,    15,   2 ,  L ,  2   
2067, 35.4,  82.5, 7G ,   79,   60,    4,    .56,   19,   19,    3,   51,    18,    22,    10,   4 ,  M , 11   
1056, 35.4,  81.9, 7G ,   89,   51,    1,    .00,   21,   16,    2,  414,    18,    21,    10,   3 ,  M , 10   
1078, 35.3,  81.9, 7G ,   83,   53,    3,    .08,    0,    0,    0,   57,    17,    26,    35,     ,    ,  0   
 847, 35.2,  81.6, 7G ,   83,   61,    5,    .00,   22,   26,    5,  341,    18,    21,    11,     ,    , 12   
 875, 35.4,  81.1, 7G ,   84,   53,    0,    .00,   21,   18,    2,  462,    18,    22,    10,     ,    , 10   
 676, 35.3,  80.9, 7G ,   88,   53,    2,    .00,   21,   15,    2,  451,    18,    21,    11,   3 ,  M ,  7   
 797, 35.2,  81.1, 7G ,   86,   55,    0,    .00,   34,   22,    2,  376,    15,    17,    10,   3 ,  M , 10   
 748, 35.2,  80.9, 7G ,   87,   53,    4,    .00,   32,   29,    4,  515,    16,    17,     9,   4 ,  M , 15   
 705, 35.3,  80.7, 7G ,   84,   55,    0,    .00,   30,   20,    2,  716,    17,    17,    11,   3 ,  M ,  8   
 609, 35.4,  80.1, 7G ,   82,   64,    0,    .00,   23,   18,    2,  450,    18,    20,    11,     ,    ,  7   
 585, 35.4,  80.2, 7G ,   85,   55,    2,    .00,   29,   21,    2,  337,    16,    18,    10,   4 ,  M , 10   
 540, 35.3,  79.8, 7G ,   86,   63,    0,    .06,   20,   12,    1,  330,    18,    20,    12,   3-,  M ,  4   
 625, 35.1,  79.6, 7G ,   84,   62,    2,    .00,   25,   19,    2,  359,    17,    19,    11,   3 ,  M ,  7   
 461, 35.2,  79.3, 7G ,   85,   61,    0,    .00,   32,   21,    2,  758,    17,    17,    11,   3 ,  M ,  8   
 247, 35.5,  79.1, 7G ,   83,   66,    0,    .00,   18,   16,    2,  243,    19,    22,    12,     ,    ,  7   
 199, 35.3,  78.7, 7G ,   82,   65,    0,    .00,   17,   15,    2,   39,    19,    23,    12,     ,    ,  7   
 165, 35.5,  78.3, 7G ,   88,   59,    4,    .00,   20,   22,    4,  318,    18,    22,    12,     ,    ,  9   
 350, 35.6,  78.4, 7G ,   82,   62,    4,    .00,   21,   21,    3,   58,    18,    21,    11,   3 ,  M ,  9   
 250, 35.5,  78.4, 7G ,   86,   61,    1,    .00,   20,   16,    2,   68,    18,    22,    11,   3 ,  M ,  8   
4917, 36.5,  81.6, 7G ,   87,   50,    4,    .00,   28,   28,    5,   58,    16,    19,     9,   4 ,  M , 16   
  87, 35.4,  78.0, 7G ,   76,   87,    0,    .69,    4,    0,    0,  113,    18,    22,    35,   1 ,  L ,  0   
  79, 35.3,  78.0, 7G ,   78,   68,   10,    .01,   20,   33,    9,  310,    17,    21,    13,   3 ,  M ,  8   
 134, 35.4,  77.9, 7G ,   71,  100,    0,    .02,    2,    0,    0,  116,    19,    22,    35,   1 ,  L ,  0   
 110, 35.3,  77.9, 7G ,   72,   89,    8,    .29,    2,    0,    0,   49,    19,    22,    35,   1 ,  L ,  0   
  27, 35.6,  77.3, 7G ,   72,   88,    3,    .02,    0,    1,    3,  296,    24,    30,    18,     ,    ,  2   
  55, 35.5,  76.9, 7G ,   71,   94,    2,    .11,   14,    6,    0,  192,    17,    20,    22,   3 ,  M ,  0   
   4, 35.3,  76.7, 7G ,   80,   67,    4,    .00,   19,   17,    2,   79,    17,    21,    13,   3 ,  M ,  4   
  38, 35.5,  77.0, 7G ,   80,   72,   11,    .00,   32,   44,   10,  736,    16,    16,    13,     ,    , 10   
   5, 35.5,  76.2, 7G ,   86,   65,    4,    .00,   19,   16,    2,  442,    18,    21,    12,   4 ,  M ,  6   
 679, 35.0,  80.6, 7G ,   84,   65,    3,    .00,   22,   22,    3,  464,    19,    21,    11,   3 ,  M , 10   
 456, 34.9,  79.9, 7G ,   85,   61,    3,    .01,   24,   21,    3,  260,    18,    20,    11,   3 ,  M ,  9   
 400, 34.9,  79.6, 7G ,   88,   59,    2,    .00,   22,   16,    2,  519,    18,    21,    11,   3 ,  M ,  8   
 317, 35.4,  79.3, 7G ,   87,   56,    4,    .00,   19,   16,    2,  378,    19,    22,    10,   3 ,  M ,  9   
 336, 34.8,  79.7, 7G ,   83,   71,    4,    .00,   24,   22,    3,  402,    17,    20,    11,   3 ,  M ,  8   
 220, 34.7,  79.3, 7G ,   82,   74,    3,    .36,   24,   22,    3,  388,    18,    19,    12,   3 ,  M ,  8   
 453, 35.1,  79.0, 7G ,   89,   57,    2,    .05,   21,   14,    1,  315,    18,    21,    11,   3 ,  M ,  6   
 189, 34.9,  78.8, 7G ,   82,   72,    4,    .03,   24,   24,    4,  337,    17,    19,    13,     ,    ,  7   
 305, 35.1,  78.9, 7G ,   83,   68,    5,    .00,   20,   25,    5,   41,    18,    21,    12,     ,    , 11   
 217, 35.1,  79.0, 7G ,   81,   72,    0,    .01,    5,    0,    0,  256,    18,    20,    35,   1 ,  L ,  0   
 166, 35.0,  78.2, 7G ,   76,   89,    6,    .40,   14,   14,    2,   86,    18,    21,    20,   3 ,  M ,  0   
 148, 34.9,  78.3, 7G ,   77,   95,    3,    .01,    3,    0,    0,  314,    19,    21,    35,     ,    ,  0   
 137, 35.0,  77.9, 7G ,   82,   74,    4,    .00,   16,   19,    4,  441,    19,    22,    15,     ,    ,  4   
  56, 34.7,  78.1, 7G ,   81,   70,    4,    .00,   21,   20,    3,  251,    17,    22,    11,   3 ,  M ,  8   
  95, 35.3,  77.5, 7G ,   79,   74,    7,    .00,   22,   25,    5,  148,    16,    20,    14,   3 ,  M ,  4   
  94, 35.3,  77.6, 7G ,   81,   74,    6,    .00,   19,   24,    5,  667,    18,    21,    15,   2 ,  L ,  4   
  20, 35.0,  77.1, 7G ,   85,   61,    2,    .00,   22,   15,    2,  423,    17,    20,    11,   4 ,  M ,  6   
  28, 34.9,  76.8, 7G ,   76,   91,    4,    .00,   20,   22,    4,  215,    19,    20,    13,   3 ,  M ,  6   
  18, 35.0,  77.0, 7G ,   79,   72,    7,    .00,   19,   28,    7,  189,    19,    22,    11,   3 ,  M , 14   
 120, 34.5,  79.0, 7G ,   85,   63,    4,    .02,   23,   19,    2,  390,    18,    20,    10,   3 ,  M , 10   
 100, 34.6,  78.5, 7G ,   87,   68,    1,    .02,   18,   12,    1,  187,    18,    21,    12,   3 ,  M ,  4   
 132, 34.6,  78.5, 7G ,   75,   88,    6,    .32,   20,   26,    5,  356,    18,    20,    14,     ,    ,  5   
  29, 34.5,  77.7, 7G ,   87,   61,    3,    .00,   19,   16,    2,  244,    18,    22,    11,   4 ,  M ,  8   
  71, 34.6,  77.4, 7G ,   85,   62,    4,    .36,   20,   17,    2,   64,    18,    21,    11,   4 ,  M ,  8   
  42, 34.8,  77.3, 7G ,   86,   75,    2,    .01,   14,   11,    1,  378,    20,    23,    14,   3 ,  M ,  3   
  26, 34.7,  77.4, 7G ,   79,   79,    3,    .60,    3,    0,    0,  159,    19,    22,    35,   1 ,  L ,  0   
  94, 34.8,  77.6, 7G ,   83,   72,    9,    .00,   28,   38,    9,  721,    17,    18,    12,     ,    , 13   
  69, 34.7,  76.8, 7G ,   80,   91,    5,    .42,    9,   11,    2,   46,    22,    23,    18,   1 ,  L ,  1   
   3, 34.9,  76.2, 7G ,   80,   72,    2,    .46,   16,   16,    3,   98,    20,    22,    15,   2 ,  L ,  3   
  22, 34.6,  77.0, 7G ,   78,   76,    4,    .96,    7,    0,    0,  382,    18,    19,    35,     ,    ,  0   
  11, 34.7,  76.6, 7G ,   75,   88,    4,   3.34,    0,    0,    0,   23,    23,    23,    35,   1 ,  L ,  0   
  16, 35.0,  76.4, 7G ,   77,   88,    8,    .49,    0,    0,    0,  206,    21,    25,    35,     ,    ,  0   
 100, 34.3,  78.7, 7G ,   85,   67,    1,    .07,   17,   12,    1,  122,    19,    22,    12,   3 ,  M ,  5   
  89, 34.4,  78.7, 7G ,   75,   84,    1,   1.01,    7,    0,    0,  192,    16,    20,    35,   2 ,  L ,  0   
  60, 34.0,  78.3, 7G ,   88,   63,    1,    .00,   14,   10,    1,   81,    19,    24,    12,   3 ,  M ,  5   
  30, 34.0,  77.9, 7G ,   83,   65,    3,    .37,   14,   12,    2,   81,    20,    23,    12,   3 ,  M ,  5   
  25, 33.9,  78.0, 7G ,   78,   74,    0,    .75,   23,   18,    2,  436,    19,    20,    12,     ,    ,  7   
  30, 33.8,  77.9, 7G ,   79,   75,    0,    .72,   25,   18,    2,  300,    17,    19,    11,     ,    ,  7   
  43, 34.3,  77.9, 7G ,   81,   63,    4,    .00,   25,   23,    3,  325,    16,    20,    11,   4 ,  M ,  9   
  32, 34.2,  77.9, 7G ,   82,   63,    4,    .00,   24,   26,    4,  204,    16,    21,    10,   4 ,  M , 13   
2134, 48.9, 104.0, 7R ,   94,   22,    9,    .00,   12,   11,    2,  100,    11,    14,     5,   3 ,  M , 35   
2270, 48.6, 102.4, 7R ,   96,   19,    9,    .00,    9,    9,    1,  167,    14,    17,     6,   2 ,  M , 34   
1440, 48.6, 100.7, 7L ,   94,   37,    4,    .00,    0,    3,    2,   93,    16,    18,     8,   1 ,  L ,  5   
1859, 48.8,  99.8, 7L ,   95,   24,    7,    .00,    1,   11,   14,  258,    13,    16,     6,   2 ,  L , 19   
1530, 47.9,  98.9, 7L ,   93,   39,    4,    .00,    1,    4,    3,   99,    13,    16,     8,   1 ,  L ,  6   
2385, 47.6, 103.3, 7L ,   96,   21,    5,    .00,    3,   20,   21,  173,     8,    11,     5,   3 ,  M , 25   
2721, 46.8, 103.3, 7L ,   96,   15,    4,    .00,    3,   18,   15,  278,     8,    12,     4,   2 ,  M , 24   
1700, 47.3, 101.3, 7L ,   97,   20,    6,    .00,    2,   14,   15,  173,    12,    14,     5,   2 ,  M , 22   
1835, 46.6, 100.2, 7L ,   93,   34,    6,    .00,    2,   13,   15,  241,    12,    14,     7,   2 ,  L , 16   
1520, 47.2,  98.8, 7L ,   90,   45,    5,    .00,    1,    9,   10,  168,    15,    15,     9,   2 ,  L ,  9   
2748, 46.5, 103.5, 7L ,   97,   16,    8,    .00,    3,   23,   30,  244,     9,    12,     4,   2 ,  M , 34   
2375, 46.3, 102.0, 7L ,   95,   20,    8,    .00,    2,   16,   22,  195,    11,    13,     5,   2 ,  M , 26   
1070, 46.4,  97.3, 7L ,   84,   59,   13,    .00,    0,    2,    2,   52,    16,    18,    11,   1 ,  L ,  3   
2316, 46.1, 100.9, 7L ,   92,   32,    5,    .00,    2,   13,   13,  130,     9,    13,     6,   2 ,  L , 15   
 641, 40.0,  82.0, 8R ,   78,   43,    3,    .00,    7,    3,    0,  446,    17,    20,    10,   1 ,  L ,  6   
 630, 39.3,  82.9, 8R ,   79,   41,    7,    .00,    8,    5,    0,  496,    17,    20,     9,   1 ,  L ,  9   
 820, 39.6,  81.1, 8E ,   78,   39,    3,    .00,   17,   15,    2,  421,    17,    20,     9,   3 ,  M , 12   
